Class1,Class2,StringMatch,Duplicate,Ontology1,Ontology2,Score
publication,Publication,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
source,Source,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
sample,WellSample,False,False,http://purl.org/isaterms,https://w3id.org/reproduceme,0.85
study,Study,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
has_member,hadMember,False,False,http://purl.org/isaterms,http://www.w3.org/ns/prov,0.85
organisation,Organization,False,False,http://purl.org/isaterms,http://www.w3.org/ns/prov,0.85
person,Person,False,True,http://purl.org/isaterms,http://www.w3.org/ns/prov,1
protocol,Protocol,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
assay,Assay,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
parameter,Parameter,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
unit,Unit,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
author,Author,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
unit,Unit,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
sample,WellSample,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,0.85
assay,Assay,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
description,Description,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
source,Source,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
protocol,Protocol,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
parameter,Parameter,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
publication,Publication,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
organisation,Organization,False,True,http://purl.org/isaterms,http://www.w3.org/ns/prov,0.85
has_member,hadMember,False,True,http://purl.org/isaterms,http://www.w3.org/ns/prov,0.85
person,Person,False,True,http://purl.org/isaterms,http://www.w3.org/ns/prov,1
has_part,hasPart,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,0.85
measurement,Measurement,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
study,Study,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
has_value,value,False,True,http://purl.org/isaterms,http://www.w3.org/ns/prov,0.85
file,File,False,True,http://purl.org/isaterms,https://w3id.org/reproduceme,1
raw_data_file,RawData,False,False,http://purl.org/isaterms,https://w3id.org/reproduceme,0.7
Variable,Variable,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,http://purl.org/net/p-plan,0.85
Role,Role,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,http://www.w3.org/ns/prov,0.85
StandardOperatingProcedure,StandardOperatingProcedure,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,1
Organization,Organization,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,http://www.w3.org/ns/prov,1
Image,Image,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,1
Model,Model,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,1
Author,Author,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,1
Sample,WellSample,False,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,0.85
QualityControl,QualityControl,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,1
Agent,Agent,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,http://www.w3.org/ns/prov,0.85
Entity,Entity,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,http://www.w3.org/ns/prov,0.85
IDExperiment,Experiment,False,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,0.85
Collection,Collection,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,http://www.w3.org/ns/prov,1
Software,Software,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,1
has_method,usedMethod,False,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,0.85
hasAttribute,wasAttributedTo,False,True,http://www.hozo.jp/owl/EXPOApr19.xml,http://www.w3.org/ns/prov,0.85
has_reference,reference,False,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,0.85
Plan,Plan,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,http://purl.org/net/p-plan,0.85
hasPart,hasPart,True,True,http://www.hozo.jp/owl/EXPOApr19.xml,https://w3id.org/reproduceme,0.85
material_entity,MaterialEntity,False,True,http://purl.org/isaterms,http://www.ifomis.org/bfo/1.1/snap,1
Filter,Class_25,False,False,https://w3id.org/reproduceme,http://www.owl-ontologies.com/Ontology1184060740.owl,0
Experiment,C42790,False,False,https://w3id.org/reproduceme,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl,0
Organism,OBI_0100026,False,False,https://w3id.org/reproduceme,http://purl.obolibrary.org/obo,0
Solution,C70830,False,False,https://w3id.org/reproduceme,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl,0
Protein,CHEBI_36080,False,False,https://w3id.org/reproduceme,http://purl.obolibrary.org/obo,0
Reagent,CHEBI_33893,False,False,https://w3id.org/reproduceme,http://purl.obolibrary.org/obo,0
Software,ERO_0000071,False,True,https://w3id.org/reproduceme,http://purl.obolibrary.org/obo,0
Dataset,IAO_0000100,False,False,https://w3id.org/reproduceme,http://purl.obolibrary.org/obo,0
