Subject Class,Subject Label,Subject Comment,Predicate,Object Class,Object Label,Object Comment,Domain,Ontology Source
Nd7aa197d167a44c9879e4ff4276ef09b,None,None,annotatedTarget,protein complex localisation,None,None,Microscopy,cmpo.owl
Nefc5699b392a4cad9667b0db07087f6b,None,None,annotatedSource,GO_0072659,protein localization to plasma membrane,None,Microscopy,cmpo.owl
GO_0015514,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0006828,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
N90efb85dfe9a41bcaaa4b6279ed89b50,"ChREBP activates metabolic gene expression, Plasmodium falciparum",None,annotatedTarget,Reactome:REACT_105293,None,None,Microscopy,cmpo.owl
N6466524f08254db389e16eeff147aadb,None,None,rest,N47485e1bf2d24b1abbc5a2c929140950,None,None,Microscopy,cmpo.owl
CMPO_0000224,decreased axon thickness phenotype,None,label,decreased axon thickness phenotype,None,None,Microscopy,cmpo.owl
CHEBI_33696,nucleic acid,None,type,Class,None,None,Microscopy,cmpo.owl
GO_0008442,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
Na3eb22d4a39d41359026fe5ed3733cea,None,None,someValuesFrom,N027a43e68c7c488ab58f855bfbb9b19a,None,None,Microscopy,cmpo.owl
N48095c099fa544cf9f8824bbfad6ccbf,None,None,annotatedSource,GO_1902679,negative regulation of RNA biosynthetic process,None,Microscopy,cmpo.owl
GO_0006309,apoptotic DNA fragmentation,"DNA fragmentation in response to apoptotic signals is achieved through the activity of apoptotic nucleases. In human, these include DNA fragmentation factor (DFF) or caspase-activated DNase (CAD) and endonuclease G (Endo G) (reviewed in PMID:15723341). Caution is needed when apoptotic DNA laddering assays show presence of fragmented DNA. A positive assay may simply reflect the end point of a whole apoptotic process. Unless clear experimental evidence is available to show that a gene product is directly involved in fragmenting DNA, please do not annotate to GO:0006309 'apoptotic DNA fragmentation' and consider annotating instead to a more upstream process such as, e.g., GO:0042981 'regulation of apoptotic process', GO:0006915 'apoptotic process', GO:0097190 'apoptotic signaling pathway'. Also, note that gene products involved in compartmentalization of apoptotic nucleases and in activation or repression of their enzymatic activity should be annotated to the regulation term GO:1902510 'regulation of apoptotic DNA fragmentation' or to one of its children (see PMID:15723341).",hasExactSynonym,DNA catabolic process during apoptosis,None,None,Microscopy,cmpo.owl
Ne25d8422b5c84c1881afa7188323b271,None,None,intersectionOf,Nf044ce6f97794ca288cfc9b762316cd3,None,None,Microscopy,cmpo.owl
GO_0004536,deoxyribonuclease activity,None,hasDbXref,Reactome:REACT_95359,None,None,Microscopy,cmpo.owl
N28581d8c1bc14451960cc684657b1680,None,None,onProperty,RO_0000052,inheres_in,None,Microscopy,cmpo.owl
GO_0006921,cellular component disassembly involved in execution phase of apoptosis,None,id,GO:0006921,None,None,Microscopy,cmpo.owl
Ncc213d53a576498b825b496e5b926fc5,"Hydrolysis of phosphatidylcholine, Taeniopygia guttata",None,type,Axiom,None,None,Microscopy,cmpo.owl
N8c27d0cf0e4d4aebbc5fd15ceaacb7e5,"Recruitment of the Rad9-Hus1-Rad1 complex to DNA, Schizosaccharomyces pombe",None,label,"Recruitment of the Rad9-Hus1-Rad1 complex to DNA, Schizosaccharomyces pombe",None,None,Microscopy,cmpo.owl
GO_0006309,apoptotic DNA fragmentation,"DNA fragmentation in response to apoptotic signals is achieved through the activity of apoptotic nucleases. In human, these include DNA fragmentation factor (DFF) or caspase-activated DNase (CAD) and endonuclease G (Endo G) (reviewed in PMID:15723341). Caution is needed when apoptotic DNA laddering assays show presence of fragmented DNA. A positive assay may simply reflect the end point of a whole apoptotic process. Unless clear experimental evidence is available to show that a gene product is directly involved in fragmenting DNA, please do not annotate to GO:0006309 'apoptotic DNA fragmentation' and consider annotating instead to a more upstream process such as, e.g., GO:0042981 'regulation of apoptotic process', GO:0006915 'apoptotic process', GO:0097190 'apoptotic signaling pathway'. Also, note that gene products involved in compartmentalization of apoptotic nucleases and in activation or repression of their enzymatic activity should be annotated to the regulation term GO:1902510 'regulation of apoptotic DNA fragmentation' or to one of its children (see PMID:15723341).",equivalentClass,N23fb38ff647a4d52baaf702dc83f890b,None,None,Microscopy,cmpo.owl
N55c7c97ee8694038a4865d409c074943,None,None,rest,nil,None,None,Microscopy,cmpo.owl
Ndc513cb3fa4a49ca902baaa86e03a62c,"Mitotic Prometaphase, Drosophila melanogaster",None,annotatedSource,GO_0000236,mitotic prometaphase,"Note that this term should not be used for direct annotation. If you are trying to make an annotation to x phase, it is likely that the correct annotation is 'regulation of x/y phase transition' or to a process which occurs during the reported phase (i.e mitotic DNA replication for mitotic S-phase). To capture the phase when a specific location or process is observed, the phase term can be used in an annotation extension (PMID:24885854) applied to a cellular component term (with the relation exists_during) or a biological process term (with the relation happens_during).",Microscopy,cmpo.owl
GO_0009087,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0045150,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
RO_0002213,positively regulates,None,label,positively regulates,None,None,Microscopy,cmpo.owl
N4903d673d13d4e5cb1c10ad300a40b0e,None,None,hasDbXref,CHEBI:33694,None,None,Microscopy,cmpo.owl
Na6151cc916584b14ad5ba15e7189f06b,None,None,type,Axiom,None,None,Microscopy,cmpo.owl
Nf22916aece0846459290d4d804103be3,None,None,type,Restriction,None,None,Microscopy,cmpo.owl
N3960fcc5b5d442959af1443bc21b3465,None,None,annotatedSource,GO_0060560,developmental growth involved in morphogenesis,None,Microscopy,cmpo.owl
CMPO_0000371,shortened cytoplasmic microtubules phenotype,None,hasDbXref,FYPO:0002401,None,None,Microscopy,cmpo.owl
Nae23eb9de66f4414bedcaa8af8574bbb,None,None,hasDbXref,GOC:curators,None,None,Microscopy,cmpo.owl
Nc455b15e95204a548d09128ee0fb1d1c,None,None,type,Class,None,None,Microscopy,cmpo.owl
PATO_0002378,acinus,None,subClassOf,PATO_0001979,lobed,None,Microscopy,cmpo.owl
GO_0000086,G2/M transition of mitotic cell cycle,None,hasDbXref,Reactome:REACT_28929,None,None,Microscopy,cmpo.owl
N900e1ff1e999488db7b2132d5b4791c5,None,None,rest,Nbde074ce1aa34e98ab772b4f79483ae0,None,None,Microscopy,cmpo.owl
Nea0d49645dbc4852bf2efe31d3de23e8,None,None,onProperty,BFO_0000051,has_part,None,Microscopy,cmpo.owl
N7fed3bae47e846c1b60f8ca4f396d83c,"Elongation by Pol kappa, Gallus gallus",None,annotatedSource,GO_0034061,DNA polymerase activity,None,Microscopy,cmpo.owl
goslim_generic,None,Generic GO slim,subPropertyOf,SubsetProperty,subset_property,None,Microscopy,cmpo.owl
GO_0005925,focal adhesion,None,hasRelatedSynonym,adhesion plaque,None,None,Microscopy,cmpo.owl
CMPO_0000147,disorganized microtubules phenotype,None,type,Class,None,None,Microscopy,cmpo.owl
N1b45cb09aa6a4327a8c5b6ff2e447236,"5' incision leading to excision of DNA fragment with lesion in TC-NER, Rattus norvegicus",None,annotatedProperty,hasDbXref,database_cross_reference,None,Microscopy,cmpo.owl
PATO_0001649,None,None,inSubset,value_slim,None,None,Microscopy,cmpo.owl
N5cf2cf74d6804811b09edec1321569d8,None,None,onProperty,RO_0000052,inheres_in,None,Microscopy,cmpo.owl
N70cedcd301654a839446efe16af9112c,None,None,annotatedProperty,hasExactSynonym,has_exact_synonym,None,Microscopy,cmpo.owl
GO_0048522,positive regulation of cellular process,None,hasOBONamespace,biological_process,None,None,Microscopy,cmpo.owl
PATO_0001711,None,None,inSubset,attribute_slim,None,None,Microscopy,cmpo.owl
PATO_0001844,None,None,inSubset,value_slim,None,None,Microscopy,cmpo.owl
Nd34b89f137a843ac82206402818fac70,None,None,type,Axiom,None,None,Microscopy,cmpo.owl
GO_0019708,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
N6197b55e55d14b1aad5d00331b330ea7,None,None,annotatedTarget,down regulation of signal transmission via intracellular cascade,None,None,Microscopy,cmpo.owl
Nbb53a7f799854adca5e2af0c8d722286,None,None,onProperty,increased_in_magnitude_relative_to,increased_in_magnitude_relative_to,"This relation is used to determine the 'directionality' of relative qualities such as 'increased strength', relative to the parent type, 'strength'.",Microscopy,cmpo.owl
RO_0002298,None,None,IAO_0000114,IAO_0000125,None,None,Microscopy,cmpo.owl
N00cb27437a4f4f7aaac4540039090180,None,None,onProperty,BFO_0000051,has_part,None,Microscopy,cmpo.owl
PATO_0000921,width,This term is for curator easiness - we might consider obsoleting this but we have to consider how curators are going to represent them if we do.,IAO_0000115,A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.,None,None,Microscopy,cmpo.owl
GO_0097271,protein localization to bud neck,None,created_by,paola,None,None,Microscopy,cmpo.owl
GO_0032768,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0031325,positive regulation of cellular metabolic process,None,hasNarrowSynonym,stimulation of cellular metabolic process,None,None,Microscopy,cmpo.owl
N02539f38d1cb47ba99c99a79a599d001,None,None,onProperty,RO_0000052,inheres_in,None,Microscopy,cmpo.owl
PATO_0002318,superelliptic,None,hasOBONamespace,quality,None,None,Microscopy,cmpo.owl
N130eb9ff513442b79f9503f4d8161fc2,"G2 Phase, Sus scrofa",None,label,"G2 Phase, Sus scrofa",None,None,Microscopy,cmpo.owl
CMPO_0000282,layered cells in population,None,inSubset,cmpo,None,None,Microscopy,cmpo.owl
N8cee2601a29f4d41a6bf32588fb7913b,None,None,annotatedProperty,IAO_0000115,None,None,Microscopy,cmpo.owl
N7c2e69d0f49b4403a95675833cd412fa,None,None,type,Restriction,None,None,Microscopy,cmpo.owl
N9bffeef1bfa34576b63bad248c63fa8b,None,None,someValuesFrom,N3653b6f1591246e98ca391fdc11affaf,None,None,Microscopy,cmpo.owl
N4e790551d5794294ad79edbb01c25c85,None,None,someValuesFrom,N202a26cb25cf4723aa605b4034ddb037,None,None,Microscopy,cmpo.owl
GO_0006039,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0045226,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
N7f699f9fd93d41469f5c6d3d2cb4936b,None,None,type,Restriction,None,None,Microscopy,cmpo.owl
N0d1038e2afdc40b781e1740b08b55405,"APE1 mediated endonucleolytic cleavage at the 5' side of the base-free deoxyribose residue, Rattus norvegicus",None,annotatedSource,GO_0004520,endodeoxyribonuclease activity,None,Microscopy,cmpo.owl
N70cedcd301654a839446efe16af9112c,None,None,annotatedTarget,organic molecular entity anabolism,None,None,Microscopy,cmpo.owl
GO_0052493,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0003676,nucleic acid binding,None,inSubset,goslim_metagenomics,None,Metagenomics GO slim,Microscopy,cmpo.owl
Nd8e9e45c7ed0442e8aff4bf15d867e0d,None,None,annotatedProperty,hasExactSynonym,has_exact_synonym,None,Microscopy,cmpo.owl
N36b97468983f4616a3f9026bc3ca22ce,None,None,rest,nil,None,None,Microscopy,cmpo.owl
N4c1924e0e37d4d7baacfcfb982f76193,None,None,annotatedProperty,hasRelatedSynonym,has_related_synonym,None,Microscopy,cmpo.owl
N1b33b1a3b842413083076093eae3c937,None,None,annotatedSource,GO_1903120,protein localization to actin filament bundle,None,Microscopy,cmpo.owl
N302a67d17b054f07a58e103ccccbc7eb,None,None,hasDbXref,GOC:TermGenie,None,None,Microscopy,cmpo.owl
GO_0006259,DNA metabolic process,None,id,GO:0006259,None,None,Microscopy,cmpo.owl
GO_0018323,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
CMPO_0000398,protein localized in nucleus phenotype,None,label,protein localized in nucleus phenotype,None,None,Microscopy,cmpo.owl
N132af1e77e064c28919d587acb905e6a,None,None,first,Nc1f8bc4f081849bdb8a19750ade43d96,None,None,Microscopy,cmpo.owl
Ne3d24da50fc240eabf2c0d7956557be8,None,None,type,Axiom,None,None,Microscopy,cmpo.owl
GO_1903047,mitotic cell cycle process,None,creation_date,2014-05-22T14:22:34Z,None,None,Microscopy,cmpo.owl
N2953df5ee242461d87b90c800668196e,None,None,first,Naa9e676796314c1283ef6015ccaadc09,None,None,Microscopy,cmpo.owl
GO_0002376,immune system process,"Note that this term is a direct child of 'biological_process ; GO:0008150' because some immune system processes are types of cellular process (GO:0009987), whereas others are types of multicellular organism process (GO:0032501). This term was added by GO_REF:0000022.",inSubset,goslim_chembl,None,ChEMBL protein targets summary,Microscopy,cmpo.owl
GO_0004021,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0006025,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
CMPO_0000216,absence of mitotic chromosome decondensation phenotype,None,label,absence of mitotic chromosome decondensation phenotype,None,None,Microscopy,cmpo.owl
GO_0000093,mitotic telophase,"Note that this term should not be used for direct annotation. If you are trying to make an annotation to x phase, it is likely that the correct annotation is 'regulation of x/y phase transition' or to a process which occurs during the reported phase (i.e mitotic DNA replication for mitotic S-phase). To capture the phase when a specific location or process is observed, the phase term can be used in an annotation extension (PMID:24885854) applied to a cellular component term (with the relation exists_during) or a biological process term (with the relation happens_during).",label,mitotic telophase,None,None,Microscopy,cmpo.owl
GO_0001539,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0047971,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0051090,regulation of sequence-specific DNA binding transcription factor activity,None,label,regulation of sequence-specific DNA binding transcription factor activity,None,None,Microscopy,cmpo.owl
N25f2049c3afc4221aab9fe571ebab5ff,None,None,onProperty,BFO_0000051,has_part,None,Microscopy,cmpo.owl
N96afea7a608e49a2ae599847a81bdff6,None,None,annotatedProperty,IAO_0000115,None,None,Microscopy,cmpo.owl
IAO_0000119,definition source,None,label,definition source,None,None,Microscopy,cmpo.owl
GO_0044761,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0042952,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
N526d15a7c0e94d379271aa5cf1b51519,None,None,annotatedTarget,"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances within cells.",None,None,Microscopy,cmpo.owl
GO_0006269,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0000888,None,None,inSubset,value_slim,None,None,Microscopy,cmpo.owl
CMPO_0000292,cell population layer phenotype,None,prefLabel,cell layer phenotype,None,None,Microscopy,cmpo.owl
N01d3756c3d9b47d09c333b3f427781ba,"Apoptotic execution phase, Schizosaccharomyces pombe",None,annotatedProperty,hasDbXref,database_cross_reference,None,Microscopy,cmpo.owl
GO_0051253,negative regulation of RNA metabolic process,None,type,Class,None,None,Microscopy,cmpo.owl
N8ec828265bfc45c680cf59a83ab3bffb,None,None,annotatedSource,GO_1902533,positive regulation of intracellular signal transduction,None,Microscopy,cmpo.owl
GO_0008219,cell death,"This term should not be used for direct annotation. The only exception should be when experimental data (e.g., staining with trypan blue or propidium iodide) show that cell death has occurred, but fail to provide details on death modality (accidental versus programmed). When information is provided on the cell death mechanism, annotations should be made to the appropriate descendant of 'cell death' (such as, but not limited to, GO:0097300 'programmed necrotic cell death' or GO:0006915 'apoptotic process'). Also, if experimental data suggest that a gene product influences cell death indirectly, rather than being involved in the death process directly, consider annotating to a 'regulation' term.",inSubset,goslim_generic,None,Generic GO slim,Microscopy,cmpo.owl
GO_0046483,heterocycle metabolic process,None,hasExactSynonym,heterocycle metabolism,None,None,Microscopy,cmpo.owl
Nc68e515dae1a4dcbac5abe17fb193ccf,None,None,annotatedSource,GO_0005884,actin filament,None,Microscopy,cmpo.owl
GO_0006638,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,None,hasNarrowSynonym,NF-kappaB cascade,None,None,Microscopy,cmpo.owl
CMPO_0000338,mitosis arrested,None,subClassOf,CMPO_0000194,mitotic process phenotype,None,Microscopy,cmpo.owl
N5fa9a55a29984cc3b4979a7a1d0d0b42,None,None,hasDbXref,EC:2.7.7.49,None,None,Microscopy,cmpo.owl
Ne99af8167bf44e4ea93984115f387e37,None,None,hasDbXref,GOC:tb,None,None,Microscopy,cmpo.owl
PATO_0000911,decreased rate,None,hasExactSynonym,slow rate,None,None,Microscopy,cmpo.owl
GO_0009582,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
N6860a9417cc04fe3825505b6ec9f6d4f,None,None,annotatedTarget,"Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins.",None,None,Microscopy,cmpo.owl
GO_0016472,None,None,inSubset,goslim_pir,None,PIR GO slim,Microscopy,cmpo.owl
RO_0002285,None,None,IAO_0000114,IAO_0000125,None,None,Microscopy,cmpo.owl
N87e6b3e5db7b4b488c7342ca9c482147,None,None,first,N9242a199e31741199ae24d8c1215a773,None,None,Microscopy,cmpo.owl
N9900c44e068647519c637e71607339c8,"Deacylation of Acyl Ghrelin, Homo sapiens",None,label,"Deacylation of Acyl Ghrelin, Homo sapiens",None,None,Microscopy,cmpo.owl
CMPO_0000304,cell cycle arrested phenotype,None,subClassOf,CMPO_0000195,arrested process phenotype,None,Microscopy,cmpo.owl
GO_0006810,transport,None,IAO_0000412,go.owl,None,None,Microscopy,cmpo.owl
GO_0008719,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0000080,mitotic G1 phase,"Note that this term should not be used for direct annotation. If you are trying to make an annotation to x phase, it is likely that the correct annotation is 'regulation of x/y phase transition' or to a process which occurs during the reported phase (i.e mitotic DNA replication for mitotic S-phase). To capture the phase when a specific location or process is observed, the phase term can be used in an annotation extension (PMID:24885854) applied to a cellular component term (with the relation exists_during) or a biological process term (with the relation happens_during).",hasDbXref,Reactome:REACT_83686,None,None,Microscopy,cmpo.owl
GO_0015833,peptide transport,None,id,GO:0015833,None,None,Microscopy,cmpo.owl
GO_0044430,cytoskeletal part,"Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.",IAO_0000115,"Any constituent part of the cytoskeleton, a cellular scaffolding or skeleton that maintains cell shape, enables some cell motion (using structures such as flagella and cilia), and plays important roles in both intra-cellular transport (e.g. the movement of vesicles and organelles) and cellular division. Includes constituent parts of intermediate filaments, microfilaments, microtubules, and the microtrabecular lattice.",None,None,Microscopy,cmpo.owl
PATO_0000016,color brightness,"Color brightness refers to the intensity, lightness or value of the light present. Think of this as a dimmer switch.",IAO_0000412,pato.owl,None,None,Microscopy,cmpo.owl
GO_0007154,cell communication,None,inSubset,goslim_plant,None,Plant GO slim,Microscopy,cmpo.owl
PATO_0001979,lobed,None,hasOBONamespace,quality,None,None,Microscopy,cmpo.owl
N0d638dd36ddb4ae4b262412b4e7db2cb,"Cell Cycle, Mitotic, Canis familiaris",None,annotatedSource,GO_0000278,mitotic cell cycle,None,Microscopy,cmpo.owl
N4d754eb2f0fc4601934cce3801927e64,"ChREBP activates metabolic gene expression, Xenopus tropicalis",None,annotatedSource,GO_0031325,positive regulation of cellular metabolic process,None,Microscopy,cmpo.owl
N74954b0ef3554a4caec6e505bdf6e079,"Elongation of Extended Telomeric Chromosome End, Danio rerio",None,type,Axiom,None,None,Microscopy,cmpo.owl
N4c4d29ce1c9a409dad481b5ed4e9efb2,None,None,annotatedTarget,down-regulation of RNA formation,None,None,Microscopy,cmpo.owl
PATO_0001709,2-D extent,None,IAO_0000115,A size quality inhering in an bearer by virtue of the bearer's extension in two dimensions.,None,None,Microscopy,cmpo.owl
Nb10e6ee9434541af974eb8d1b15c9c71,"Deacylation of Acyl Ghrelin, Gallus gallus",None,type,Axiom,None,None,Microscopy,cmpo.owl
N3e5838f6a2a74b70810b652f4a3393ed,None,None,onProperty,BFO_0000051,has_part,None,Microscopy,cmpo.owl
CMPO_0000453,decreased cell size in population,None,id,CMPO:0000453,None,None,Microscopy,cmpo.owl
GO_0009254,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0039534,None,None,inSubset,virus_checked,None,Viral overhaul terms,Microscopy,cmpo.owl
N2004254d8fa349fab95e3532f460b720,None,None,rest,Na8d6cb3dd52a4e6bbd9754a25de671c8,None,None,Microscopy,cmpo.owl
Ncc711c28a7184c8b9ef54097c46b4539,None,None,rest,N9b54ed7035ad45f383f0fc430ad58dff,None,None,Microscopy,cmpo.owl
N56c13a0c50154ee3a36fd448bbfcfd85,None,None,onProperty,decreased_in_magnitude_relative_to,decreased_in_magnitude_relative_to,"This relation is used to determine the 'directionality' of relative qualities such as 'decreased strength', relative to the parent type, 'strength'.",Microscopy,cmpo.owl
GO_0031559,None,None,inSubset,mf_needs_review,None,Catalytic activity terms in need of attention,Microscopy,cmpo.owl
GO_0050093,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0051301,cell division,Note that this term differs from 'cytokinesis ; GO:0000910' in that cytokinesis does not include nuclear division.,label,cell division,None,None,Microscopy,cmpo.owl
N3702e48f4b6c4a178ec03ff503833548,None,None,rest,nil,None,None,Microscopy,cmpo.owl
N57040364f3e14cb086bf04419d9341de,None,None,onProperty,BFO_0000051,has_part,None,Microscopy,cmpo.owl
N16f2b335d77147fda209cb3df93f9fed,None,None,type,Restriction,None,None,Microscopy,cmpo.owl
Nad2b121da39d4e73829b10ce249cb03a,None,None,type,Restriction,None,None,Microscopy,cmpo.owl
GO_0005777,None,None,inSubset,goslim_candida,None,Candida GO slim,Microscopy,cmpo.owl
GO_0045262,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
CMPO_0000018,multinucleated cell phenotype,None,hasExactSynonym,polynuclear cell,None,None,Microscopy,cmpo.owl
N437b4566073d470f816d6343d9fd633a,None,None,annotatedTarget,"Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.",None,None,Microscopy,cmpo.owl
GO_1902680,positive regulation of RNA biosynthetic process,None,created_by,jl,None,None,Microscopy,cmpo.owl
Naf014bde6893450a9f02868ca58a74c0,None,None,annotatedSource,GO_1902533,positive regulation of intracellular signal transduction,None,Microscopy,cmpo.owl
CMPO_0000043,decreased cell component number phenotype,None,id,CMPO:0000043,None,None,Microscopy,cmpo.owl
N3c43c8e1d8794f178b93c8938d51af49,None,None,first,CMPO_0000141,decreased nucleus size phenotype,None,Microscopy,cmpo.owl
GO_0019630,None,None,inSubset,gosubset_prok,None,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0051253,negative regulation of RNA metabolic process,None,subClassOf,GO_0045934,negative regulation of nucleobase-containing compound metabolic process,None,Microscopy,cmpo.owl
