#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://www.openmicroscopy.org/rdf/2016-06/ome_core/theZ	the z	http://www.openmicroscopy.org/rdf/theZ	http://www.openmicroscopy.org/rdf/theZ	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/emissionWavelength	emission wavelength	http://www.openmicroscopy.org/rdf/emissionWavelength	http://www.openmicroscopy.org/rdf/emissionWavelength	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/pockelCellSettings	pockel cell settings	http://www.openmicroscopy.org/rdf/pockelCellSetting	http://www.openmicroscopy.org/rdf/pockelCellSetting	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/serialNumber	serial number	http://metadb.riken.jp/db/ome/serialNumber	http://metadb.riken.jp/db/ome/serialNumber	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/frequencyMultiplication	frequency multiplication	http://metadb.riken.jp/db/ome/frequencyMultiplication	http://metadb.riken.jp/db/ome/frequencyMultiplication	NaN	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/BooleanAnnotation	boolean annotation	http://www.openmicroscopy.org/rdf/BooleanAnnotation	http://www.openmicroscopy.org/rdf/BooleanAnnotation	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/strokeColor	stroke color	http://www.openmicroscopy.org/rdf/strokeColor	http://www.openmicroscopy.org/rdf/strokeColor	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Polyline	polyline	http://www.openmicroscopy.org/rdf/Polyline	http://www.openmicroscopy.org/rdf/Polyline	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/filterType	filer type	http://www.openmicroscopy.org/rdf/filterType	http://www.openmicroscopy.org/rdf/filterType	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/fieldIndex	field index	http://www.openmicroscopy.org/rdf/fieldIndex	http://www.openmicroscopy.org/rdf/fieldIndex	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/dimensionOrder	dimension order	http://www.openmicroscopy.org/rdf/dimensionOrder	http://www.openmicroscopy.org/rdf/dimensionOrder	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/shape	shape	http://www.openmicroscopy.org/rdf/shape	http://www.openmicroscopy.org/rdf/shape	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/contrastMethod	contrast method	http://www.openmicroscopy.org/rdf/contrastMethod	http://www.openmicroscopy.org/rdf/contrastMethod	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ManufacturerSpec	manufacture spec	http://www.openmicroscopy.org/rdf/ManufacturerSpec	http://www.openmicroscopy.org/rdf/ManufacturerSpec	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ObjectiveSettings	objective settings	http://www.openmicroscopy.org/rdf/ObjectiveSettings	http://www.openmicroscopy.org/rdf/ObjectiveSettings	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/exposureTime	exposure time	http://www.openmicroscopy.org/rdf/exposureTime	http://www.openmicroscopy.org/rdf/exposureTime	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Arc	arc	http://www.openmicroscopy.org/rdf/Arc	http://www.openmicroscopy.org/rdf/Arc	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/tuneable	tuneable	http://www.openmicroscopy.org/rdf/tuneable	http://www.openmicroscopy.org/rdf/tuneable	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/booleanAnnotationValue	boolean annotation value	http://www.openmicroscopy.org/rdf/booleanAnnotationValue	http://www.openmicroscopy.org/rdf/booleanAnnotationValue	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/mapAnnotationValue	map annotation value	http://www.openmicroscopy.org/rdf/mapAnnotationValue	http://www.openmicroscopy.org/rdf/mapAnnotationValue	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Project	project	http://www.openmicroscopy.org/rdf/Project	http://www.openmicroscopy.org/rdf/Project	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/AcquisitionMode	acquisition mode	http://www.openmicroscopy.org/rdf/AcquisitionMode	http://www.openmicroscopy.org/rdf/AcquisitionMode	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Pixels	pixels	http://www.openmicroscopy.org/rdf/Pixels	http://www.openmicroscopy.org/rdf/Pixels	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/FilterType	filter type	http://www.openmicroscopy.org/rdf/FilterType	http://www.openmicroscopy.org/rdf/FilterType	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/cutOut	cut out	http://www.openmicroscopy.org/rdf/cutOut	http://www.openmicroscopy.org/rdf/cutOut	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/IlluminationType	illumination type	http://www.openmicroscopy.org/rdf/IlluminationType	http://www.openmicroscopy.org/rdf/IlluminationType	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/hashSHA1	hash sha1	http://www.openmicroscopy.org/rdf/hashSHA1	http://www.openmicroscopy.org/rdf/hashSHA1	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/sizeT	size t	http://www.openmicroscopy.org/rdf/sizeT	http://www.openmicroscopy.org/rdf/sizeT	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ImageFile	image file	http://metadb.riken.jp/db/ome/ImageFile	http://metadb.riken.jp/db/ome/ImageFile	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/sizeZ	size z	http://www.openmicroscopy.org/rdf/sizeZ	http://www.openmicroscopy.org/rdf/sizeZ	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/sizeY	size y	http://www.openmicroscopy.org/rdf/sizeY	http://www.openmicroscopy.org/rdf/sizeY	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimenterGroup	experimenter group	http://www.openmicroscopy.org/rdf/ExperimenterGroup	http://www.openmicroscopy.org/rdf/ExperimenterGroup	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/BinData	binary data	http://www.openmicroscopy.org/rdf/BinData	http://www.openmicroscopy.org/rdf/BinData	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/microbeamManipulation	microbeam manipuration	http://www.openmicroscopy.org/rdf/microbeamManipulation	http://www.openmicroscopy.org/rdf/microbeamManipulation	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/sizeX	size x	http://www.openmicroscopy.org/rdf/sizeX	http://www.openmicroscopy.org/rdf/sizeX	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Medium	medium	http://www.openmicroscopy.org/rdf/Medium	http://www.openmicroscopy.org/rdf/Medium	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Polygon	polygon	http://www.openmicroscopy.org/rdf/Polygon	http://www.openmicroscopy.org/rdf/Polygon	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/sizeC	size c	http://www.openmicroscopy.org/rdf/sizeC	http://www.openmicroscopy.org/rdf/sizeC	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/nameSpace	name space	http://www.openmicroscopy.org/rdf/nameSpace	http://www.openmicroscopy.org/rdf/nameSpace	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/XMLAnnotation	xml annotation	http://www.openmicroscopy.org/rdf/XMLAnnotation	http://www.openmicroscopy.org/rdf/XMLAnnotation	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/columnNamingConvention	column naming convention	http://www.openmicroscopy.org/rdf/columnNamingConvention	http://www.openmicroscopy.org/rdf/columnNamingConvention	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/refractiveIndex	refractive index	http://www.openmicroscopy.org/rdf/refractiveIndex	http://www.openmicroscopy.org/rdf/refractiveIndex	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/LightEmittingDiode	light emitting diode	http://www.openmicroscopy.org/rdf/LightEmittingDiode	http://www.openmicroscopy.org/rdf/LightEmittingDiode	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/timePoint	time point	http://www.openmicroscopy.org/rdf/timePoint	http://www.openmicroscopy.org/rdf/timePoint	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/width	width	http://www.openmicroscopy.org/rdf/width	http://www.openmicroscopy.org/rdf/width	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/pinholeSize	pinhole size	http://www.openmicroscopy.org/rdf/pinholeSize	http://www.openmicroscopy.org/rdf/pinholeSize	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/plateAcquisition	plate acquisition	http://www.openmicroscopy.org/rdf/plateAcquisition	http://www.openmicroscopy.org/rdf/plateAcquisition	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/FileAnnotation	file annotation	http://www.openmicroscopy.org/rdf/FileAnnotation	http://www.openmicroscopy.org/rdf/FileAnnotation	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Detector	detector	http://metadb.riken.jp/db/ome/Detector	http://metadb.riken.jp/db/ome/Detector	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/amplificationGain	amplification gain	http://www.openmicroscopy.org/rdf/amplificationGain	http://www.openmicroscopy.org/rdf/amplificationGain	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/dataset	dataset	http://www.openmicroscopy.org/rdf/dataset	http://www.openmicroscopy.org/rdf/dataset	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/longAnnotationValue	long annotation value	http://www.openmicroscopy.org/rdf/longAnnotationValue	http://www.openmicroscopy.org/rdf/longAnnotationValue	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Ellipse	ellipse	http://www.openmicroscopy.org/rdf/Ellipse	http://www.openmicroscopy.org/rdf/Ellipse	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/DetectorSettings	detector settings	http://www.openmicroscopy.org/rdf/DetectorSetting	http://www.openmicroscopy.org/rdf/DetectorSetting	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType	experiment type	http://www.openmicroscopy.org/rdf/ExperimentType	http://www.openmicroscopy.org/rdf/ExperimentType	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/row	row	http://metadb.riken.jp/db/ome/row	http://metadb.riken.jp/db/ome/row	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Experiment	experiment	http://www.openmicroscopy.org/rdf/Experiment	http://www.openmicroscopy.org/rdf/Experiment	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/LightSource	light source	http://www.openmicroscopy.org/rdf/LightSource	http://www.openmicroscopy.org/rdf/LightSource	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Plane	plane	http://www.openmicroscopy.org/rdf/Plane	http://www.openmicroscopy.org/rdf/Plane	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/calibratedMagnification	calibrated maginification	http://www.openmicroscopy.org/rdf/calibratedMagnification	http://www.openmicroscopy.org/rdf/calibratedMagnification	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/TagAnnotation	tag annotation	http://www.openmicroscopy.org/rdf/TagAnnotation	http://www.openmicroscopy.org/rdf/TagAnnotation	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/LaserMedium	laser medium	http://www.openmicroscopy.org/rdf/LaserMedium	http://www.openmicroscopy.org/rdf/LaserMedium	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/LightPath	lignt path	http://www.openmicroscopy.org/rdf/LightPath	http://www.openmicroscopy.org/rdf/LightPath	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/status	status	http://metadb.riken.jp/db/ome/status	http://metadb.riken.jp/db/ome/status	NaN	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/wellOriginY	well origin y	http://www.openmicroscopy.org/rdf/wellOriginY	http://www.openmicroscopy.org/rdf/wellOriginY	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/wellOriginX	well origin x	http://www.openmicroscopy.org/rdf/wellOriginX	http://www.openmicroscopy.org/rdf/wellOriginX	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/plane	plane	http://www.openmicroscopy.org/rdf/plane	http://www.openmicroscopy.org/rdf/plane	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Channel	channel	http://www.openmicroscopy.org/rdf/Channel	http://www.openmicroscopy.org/rdf/Channel	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Reagent	reagent	http://www.openmicroscopy.org/rdf/Reagent	http://www.openmicroscopy.org/rdf/Reagent	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/well	well	http://www.openmicroscopy.org/rdf/well	http://www.openmicroscopy.org/rdf/well	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Compression	compression	http://www.openmicroscopy.org/rdf/Compression	http://www.openmicroscopy.org/rdf/Compression	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/TermAnnotation	term annotation	http://www.openmicroscopy.org/rdf/TermAnnotation	http://www.openmicroscopy.org/rdf/TermAnnotation	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/index	index	http://metadb.riken.jp/db/ome/index	http://metadb.riken.jp/db/ome/index	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/leader	leader	http://www.openmicroscopy.org/rdf/leader	http://www.openmicroscopy.org/rdf/leader	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/TiffData	tiff data	http://www.openmicroscopy.org/rdf/TiffData	http://www.openmicroscopy.org/rdf/TiffData	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/MapAnnotation	map annotation	http://www.openmicroscopy.org/rdf/MapAnnotation	http://www.openmicroscopy.org/rdf/MapAnnotation	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/cutInTolerance	cut in tolerance	http://www.openmicroscopy.org/rdf/cutInTolerance	http://www.openmicroscopy.org/rdf/cutInTolerance	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/cutOutTolerance	cut out tolerance	http://www.openmicroscopy.org/rdf/cutOutTolerance	http://www.openmicroscopy.org/rdf/cutOutTolerance	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/significantBits	significant bits	http://www.openmicroscopy.org/rdf/significantBits	http://www.openmicroscopy.org/rdf/significantBits	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Label	label	http://www.openmicroscopy.org/rdf/Label	http://www.openmicroscopy.org/rdf/Label	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/CommentAnnotation	comment annotation	http://www.openmicroscopy.org/rdf/CommentAnnotation	http://www.openmicroscopy.org/rdf/CommentAnnotation	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/channel	channel	http://www.openmicroscopy.org/rdf/channel	http://www.openmicroscopy.org/rdf/channel	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Instrument	instrument	http://www.openmicroscopy.org/rdf/Instrument	http://www.openmicroscopy.org/rdf/Instrument	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Dataset	dataset	http://www.openmicroscopy.org/rdf/Dataset	http://www.openmicroscopy.org/rdf/Dataset	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/TimestampAnnotation	timestamp annotation	http://www.openmicroscopy.org/rdf/TimestampSAnnotation	http://www.openmicroscopy.org/rdf/TimestampSAnnotation	NaN	2	AML;LogMap	2	AML;LogMap
http://www.openmicroscopy.org/rdf/2016-06/ome_core/FilterSet	filter set	http://www.openmicroscopy.org/rdf/FilterSet	http://www.openmicroscopy.org/rdf/FilterSet	NaN	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/GenericExcitationSource	general excitation source	http://www.openmicroscopy.org/rdf/GenericExcitationSource	http://www.openmicroscopy.org/rdf/GenericExcitationSource	NaN	2	AML;LogMap	2	AML;LogMap
