Subject Class,Subject Label,Subject Comment,Predicate,Object Class,Object Label,Object Comment,Domain,Ontology Source
N6f203080938f4b54a7f0c78f34e9c5b4,,,someValuesFrom,Nd8f15f8b78354035b162dc735a7cfa8c,,,Microscopy,cmpo.owl
GO_0000151,,,inSubset,goslim_pir,,PIR GO slim,Microscopy,cmpo.owl
Nee57590eff744d56a14a8295f01e91b7,,,onProperty,RO_0000052,inheres_in,,Microscopy,cmpo.owl
Nea2b3dfdd69c41ba992f0180c1e198fa,,,type,Restriction,,,Microscopy,cmpo.owl
GO_0044529,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0051258,,,inSubset,goslim_pir,,PIR GO slim,Microscopy,cmpo.owl
GO_0005995,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N29e07053b22c4b8180b0c7d0fa17011b,,,hasDbXref,GOC:hb,,,Microscopy,cmpo.owl
BFO_0000066,occurs in,,type,ObjectProperty,,,Microscopy,cmpo.owl
Ne17e96539c5748a3823392e3e14d46e4,,,hasDbXref,GOC:ai,,,Microscopy,cmpo.owl
N929d720713154e2ea208b6de5997eb24,,,someValuesFrom,N6c29c4ecac664d35ad8214eee485dc46,,,Microscopy,cmpo.owl
N461e7f1dfa9e49bead4b97583cc8c2b0,,,annotatedSource,CMPO_0000440,protein localized in actin filament phenotype,,Microscopy,cmpo.owl
CMPO_0000206,decreased duration of exit from mitosis phenotype,,id,CMPO:0000206,,,Microscopy,cmpo.owl
N411acaac86b44e7b844bfaaa6dabd823,,,annotatedTarget,A rate which is relatively high.,,,Microscopy,cmpo.owl
N06ae5eb1d66d47c2a7fe290fa4696707,,,type,Axiom,,,Microscopy,cmpo.owl
GO_0008236,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N05ad6654273e491fba0c2ff9ca7c573b,,,annotatedSource,GO_0051169,nuclear transport,,Microscopy,cmpo.owl
CMPO_0000264,fewer cells in M phase,,hasExactSynonym,decreased number of mitotic cells,,,Microscopy,cmpo.owl
N8bcad8d6a10d4f2a94922bd868c0c787,,,rest,nil,,,Microscopy,cmpo.owl
GO_0032940,secretion by cell,,hasExactSynonym,cellular secretion,,,Microscopy,cmpo.owl
GO_0019757,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0001988,,,inSubset,value_slim,,,Microscopy,cmpo.owl
Ncd6d266b5dbe45c6ad987d7497610a44,,,type,Restriction,,,Microscopy,cmpo.owl
CMPO_0000223,increased axon thickness phenotype,,subClassOf,CMPO_0000186,increased cell component size phenotype,,Microscopy,cmpo.owl
GO_0008854,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Nb41d7879519d41e5a50e1570e2616460,,,onProperty,RO_0000053,bearer of,,Microscopy,cmpo.owl
N3cb720f13a0548a9845b899e2b2280a3,,,annotatedSource,GO_0032432,actin filament bundle,,Microscopy,cmpo.owl
GO_0044761,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0006248,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0001354,,,inSubset,value_slim,,,Microscopy,cmpo.owl
Nfb3d778815fe43869c5c33408a44ef39,"3' incision of the lesioned strand of DNA in TC-NER, Arabidopsis thaliana",,annotatedTarget,Reactome:REACT_92741,,,Microscopy,cmpo.owl
GO_1903829,positive regulation of cellular protein localization,,created_by,jl,,,Microscopy,cmpo.owl
GO_0008793,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0030414,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
CMPO_0000446,protein localized in plasma membrane phenotype,,subClassOf,Nbc3fd0fe0e9a4598885bb122dba4db08,,,Microscopy,cmpo.owl
N9a57df7c933b405e835a47e07a1f776e,,,hasDbXref,PATOC:GVG,,,Microscopy,cmpo.owl
Nc946382c3ace454e80a01503eddc6aed,,,annotatedProperty,hasExactSynonym,has_exact_synonym,,Microscopy,cmpo.owl
GO_0019714,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N063c2b37cbdf48af859082cea9572df6,,,type,Axiom,,,Microscopy,cmpo.owl
GO_0046475,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N2ad532f27bb949488fc6d2726a8b33a4,,,someValuesFrom,GO_0016477,cell migration,,Microscopy,cmpo.owl
GO_0039621,,,inSubset,virus_checked,,Viral overhaul terms,Microscopy,cmpo.owl
Naa75afe4da604ae787daee81dca6310c,,,type,Class,,,Microscopy,cmpo.owl
CMPO_0000064,centrally located focal adhesion phenotype,,type,Class,,,Microscopy,cmpo.owl
CMPO_0000289,increased amount of stress fibers phenotype,,type,Class,,,Microscopy,cmpo.owl
GO_0090317,negative regulation of intracellular protein transport,,type,Class,,,Microscopy,cmpo.owl
Ndeb5a17a2b774925a3cfd11be8338c73,,,type,Class,,,Microscopy,cmpo.owl
GO_0090305,nucleic acid phosphodiester bond hydrolysis,,IAO_0000115,The nucleic acid metabolic process in which the phosphodiester bonds between nucleotides are cleaved by hydrolysis.,,,Microscopy,cmpo.owl
Nc925701778794e0189e44ce748899497,,,first,N1d2e00a875554ed0b471de76342e0ec9,,,Microscopy,cmpo.owl
GO_0050504,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0003700,sequence-specific DNA binding transcription factor activity,,hasBroadSynonym,transcription factor activity,,,Microscopy,cmpo.owl
N7ba2869d75064e5f8b347923df38b6f9,"Membrane Trafficking, Sus scrofa",,annotatedProperty,hasDbXref,database_cross_reference,,Microscopy,cmpo.owl
N20a7d05a0cab44459b34289893447302,"M Phase, Mus musculus",,annotatedTarget,Reactome:REACT_105412,,,Microscopy,cmpo.owl
GO_0045793,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Nb67a49e3ef6c445e90ef8f5b733f5d42,,,type,Class,,,Microscopy,cmpo.owl
GO_0012501,programmed cell death,"Note that this term should be used to annotate gene products in the organism undergoing the programmed cell death. To annotate genes in another organism whose products modulate programmed cell death in a host organism, consider the term 'modulation by symbiont of host programmed cell death ; GO:0052040'. Also, note that 'programmed cell death ; GO:0012501' should be used to refer to instances of caspase-independent cell death mechanisms, in the absence of further indications on the process taking place. At present, caspase-independent cell death is not yet represented in GO due to the lack of consensus and in-depth research on the topic. 'programmed cell death ; GO:0012501' may also be used to annotate gene products in taxa where apoptosis as defined in GO:0006915 does not occur, such as plants. You may also consider these specific children: GO:0097468 'programmed cell death in response to reactive oxygen species' (with descendants GO:0010421 'hydrogen peroxide-mediated programmed cell death' and GO:0010343 'singlet oxygen-mediated programmed cell death'), and GO:0009626 'plant-type hypersensitive response' and its children, which are descendants of GO:0034050 'host programmed cell death induced by symbiont'.",label,programmed cell death,,,Microscopy,cmpo.owl
N881b7d4c26274613ababcf2be19a4b65,,,rest,nil,,,Microscopy,cmpo.owl
Nc36ed3d098a240fbb2bf78827023c3db,,,intersectionOf,Nc0f52c2ddb6049e1b098ae42a2674bf7,,,Microscopy,cmpo.owl
N92d5a6f125724cd0aa7a0e17aab23fcb,,,type,Axiom,,,Microscopy,cmpo.owl
CMPO_0000443,protein localized in nuclear membrane phenotype,,label,protein localized in nuclear membrane phenotype,,,Microscopy,cmpo.owl
GO_0043687,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Nae1fdfb6ce664a67a00ae7b96863728d,,,type,Axiom,,,Microscopy,cmpo.owl
PATO_0000304,decreased speed,,hasExactSynonym,slow,,,Microscopy,cmpo.owl
CMPO_0000327,mitotic prophase phenotype,,type,Class,,,Microscopy,cmpo.owl
GO_0043565,sequence-specific DNA binding,,type,Class,,,Microscopy,cmpo.owl
N6dc48d64e9b34e96a3a874c5ac4eee64,,,someValuesFrom,N545286238710416b9cb407bb1d294531,,,Microscopy,cmpo.owl
Nb22b30b5f45046ce991ad459fea7986e,,,hasDbXref,GOC:go_curators,,,Microscopy,cmpo.owl
PATO_0002011,,,inSubset,value_slim,,,Microscopy,cmpo.owl
CMPO_0000127,decreased nuclear body size phenotype,,IAO_0000119,PMID:22884692,,,Microscopy,cmpo.owl
GO_0006216,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0016610,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0009850,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_1903508,positive regulation of nucleic acid-templated transcription,,label,positive regulation of nucleic acid-templated transcription,,,Microscopy,cmpo.owl
GO_0046483,heterocycle metabolic process,,hasExactSynonym,heterocycle metabolism,,,Microscopy,cmpo.owl
GO_0019375,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0051091,positive regulation of sequence-specific DNA binding transcription factor activity,,hasNarrowSynonym,activation of transcription factor activity,,,Microscopy,cmpo.owl
CMPO_0000276,increased lamellipodia width phenotype,,hasExactSynonym,increased width of lamellae,,,Microscopy,cmpo.owl
GO_0044093,positive regulation of molecular function,,IAO_0000412,go.owl,,,Microscopy,cmpo.owl
N8a89a4b8721b4c8bb25282ef1d9c5059,"Metabolism of amino acids and derivatives, Staphylococcus aureus N315",,annotatedSource,GO_0034641,cellular nitrogen compound metabolic process,,Microscopy,cmpo.owl
N970cbba9ba474021af775914e828e9df,"ChREBP activates metabolic gene expression, Staphylococcus aureus N315",,annotatedSource,GO_0031325,positive regulation of cellular metabolic process,,Microscopy,cmpo.owl
N3537817f25e5463999e1577a1ad67d9f,,,someValuesFrom,N2696e09aa7cf4ec5aeac53bf4a4916e1,,,Microscopy,cmpo.owl
N269c2617cf784c5e864ab8b24e1decf2,,,onProperty,increased_in_magnitude_relative_to,increased_in_magnitude_relative_to,"This relation is used to determine the 'directionality' of relative qualities such as 'increased strength', relative to the parent type, 'strength'.",Microscopy,cmpo.owl
GO_0052262,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0019620,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0051051,negative regulation of transport,,equivalentClass,N0aaf885de5634f09bf17220bcad22274,,,Microscopy,cmpo.owl
N6b0f9e798a32454998371bda943a3e95,,,annotatedTarget,organelle localisation,,,Microscopy,cmpo.owl
N896d9f93c1784d93b69609dba4d726a3,,,annotatedSource,GO_1902532,negative regulation of intracellular signal transduction,,Microscopy,cmpo.owl
GO_0045882,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0001071,nucleic acid binding transcription factor activity,"Note that this term is in the subset of terms that should not be used for direct gene product annotation. This term does not provide specificity with respect to the type of nucleic acid binding, e.g. RNA or DNA. Please use a child term that provides that specificity or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.",inSubset,goslim_chembl,,ChEMBL protein targets summary,Microscopy,cmpo.owl
N2f2674b5b11842dc8c46fc5093b07f8f,,,annotatedSource,GO_0019439,aromatic compound catabolic process,,Microscopy,cmpo.owl
Nf41fb0e486484356a857c760ea38537e,,,annotatedSource,GO_0045023,G0 to G1 transition,,Microscopy,cmpo.owl
CMPO_0000273,decreased cortical actin cytoskeleton mass phenotype,,equivalentClass,Nb576d1aa75284e538d062b96d37cb9c7,,,Microscopy,cmpo.owl
GO_0042493,,,inSubset,goslim_candida,,Candida GO slim,Microscopy,cmpo.owl
Na606ffe590ad4f61a2a58d5c51ee1a87,,,onProperty,BFO_0000051,has_part,,Microscopy,cmpo.owl
PATO_0001377,polyploid,,label,polyploid,,,Microscopy,cmpo.owl
N1b2b50b699234d63b58f274bbd887c61,,,rest,Nf13ce6e45072413cadefc8705df5deea,,,Microscopy,cmpo.owl
Nc5558726360d498d9db27c20a88bbb7f,,,rest,N881b7d4c26274613ababcf2be19a4b65,,,Microscopy,cmpo.owl
GO_0006974,cellular response to DNA damage stimulus,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N9c935d17b5eb4c219a41299d2d3b5a12,,,type,Class,,,Microscopy,cmpo.owl
N2ed6cab87e124410a55be8a1fb21d5d3,,,first,GO_0034613,cellular protein localization,,Microscopy,cmpo.owl
CMPO_0000068,decreased number of microtubules phenotype,,label,decreased number of microtubules phenotype,,,Microscopy,cmpo.owl
reciprocal_of,reciprocal_of,"There are frequently two ways to state the same thing: we can say 'spermatocyte lacks asters' or 'asters absent from spermatocyte'. In this case the quality is 'lacking all parts of type' - it is a (relational) quality of the spermatocyte, and it is with respect to instances of 'aster'. One of the popular requirements of PATO is that it continue to support 'absent', so we need to relate statements which use this quality to the 'lacking all parts of type' quality.",IAO_0000412,pato.owl,,,Microscopy,cmpo.owl
GO_0031503,protein complex localization,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0000367,,,inSubset,value_slim,,,Microscopy,cmpo.owl
Ne4c664dbba9344b38c8bc7b3ec272c3e,,,annotatedTarget,up regulation of cytoplasmic streaming,,,Microscopy,cmpo.owl
GO_0009692,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N25c31d536ddb4095b3049ad7f7c86fe1,,,annotatedTarget,cellular protein localisation,,,Microscopy,cmpo.owl
N744a5657052d4cc4a67a58a231d8e6d4,,,rest,nil,,,Microscopy,cmpo.owl
Ncad21383b0bc4a39934b4532cbf07f98,,,annotatedTarget,A phenotype observation in which a protein is observed to be localized within a vacuolar membrane.,,,Microscopy,cmpo.owl
GO_0071840,cellular component organization or biogenesis,,creation_date,2010-09-10T01:39:16Z,,,Microscopy,cmpo.owl
BFO_0000070,s depends on,Relation binding a relational quality or disposition to the relevant type of entity.,type,ObjectProperty,,,Microscopy,cmpo.owl
N14fafa621b2d45e18eb96354dd964e45,,,rest,N7619cfd2c9014e0cba323046edb28e4a,,,Microscopy,cmpo.owl
Nd2869202fb164341b1b59967652ae7c9,,,someValuesFrom,GO_0005929,cilium,"Note that we deem cilium and microtubule-based flagellum to be equivalent. In most eukaryotic species, intracellular sub-components of the cilium, such as the ciliary base and rootlet, are located near the plasma membrane. In Diplomonads such as Giardia, instead, the same ciliary parts are located further intracellularly.",Microscopy,cmpo.owl
GO_0006915,apoptotic process,,type,Class,,,Microscopy,cmpo.owl
Nbcf39aada2284f1ab1b7067b63d086a2,,,hasDbXref,GOC:TermGenie,,,Microscopy,cmpo.owl
PATO_0000770,,,inSubset,value_slim,,,Microscopy,cmpo.owl
GO_0019202,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N54c72092093a448082c5a68ad9a0fbb8,,,type,Axiom,,,Microscopy,cmpo.owl
Nf2937e84db014d8a874414a05b612b96,,,type,Axiom,,,Microscopy,cmpo.owl
CMPO_0000356,cell component localization phenotype,,subClassOf,CMPO_0000007,cell process phenotype,,Microscopy,cmpo.owl
GO_0042307,positive regulation of protein import into nucleus,,label,positive regulation of protein import into nucleus,,,Microscopy,cmpo.owl
GO_0033312,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0001456,,,inSubset,value_slim,,,Microscopy,cmpo.owl
CMPO_0000088,G1 phase mitotic phenotype,,id,CMPO:0000088,,,Microscopy,cmpo.owl
GO_0051325,interphase,"Note that this term should not be used for direct annotation. If you are trying to make an annotation to x phase, it is likely that the correct annotation is 'regulation of x/y phase transition' or to a process which occurs during the reported phase (i.e mitotic DNA replication for mitotic S-phase). To capture the phase when a specific location or process is observed, the phase term can be used in an annotation extension (PMID:24885854) applied to a cellular component term (with the relation exists_during) or a biological process term (with the relation happens_during).",label,interphase,,,Microscopy,cmpo.owl
Nbef3ded3b24b4463a7e179690584cd4b,,,someValuesFrom,GO_0071897,DNA biosynthetic process,,Microscopy,cmpo.owl
Nc612d389229e412abd2146c5c656a409,"Cleavage of DNA by DFF40, Bos taurus",,annotatedTarget,Reactome:REACT_101208,,,Microscopy,cmpo.owl
N02d302e4a4b54c6ebecdf97f4e3d2f76,,,annotatedSource,GO_0044429,mitochondrial part,"Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.",Microscopy,cmpo.owl
GO_1903828,negative regulation of cellular protein localization,,hasOBONamespace,biological_process,,,Microscopy,cmpo.owl
N473cf2fb5a874a45a87981991889c7fd,"3'- incision of DNA by XPG in GG-NER, Schizosaccharomyces pombe",,annotatedProperty,hasDbXref,database_cross_reference,,Microscopy,cmpo.owl
GO_0023056,positive regulation of signaling,,hasRelatedSynonym,positive regulation of signaling process,,,Microscopy,cmpo.owl
GO_0044428,nuclear part,"Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.",subClassOf,N14149f8c00cb4af488d26e0200f2bc55,,,Microscopy,cmpo.owl
GO_0009802,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0044763,single-organism cellular process,,subClassOf,GO_0044699,single-organism process,,Microscopy,cmpo.owl
N47ba7a0a791f4e8599273fac50ffdad4,,,onProperty,BFO_0000050,part_of,,Microscopy,cmpo.owl
PATO_0000948,,,inSubset,value_slim,,,Microscopy,cmpo.owl
GO_2001141,regulation of RNA biosynthetic process,,type,Class,,,Microscopy,cmpo.owl
PATO_0001852,,,inSubset,relational_slim,,,Microscopy,cmpo.owl
N3aed2ae6bd8140b7af599fd3325c5b22,,,onProperty,RO_0000052,inheres_in,,Microscopy,cmpo.owl
N8c300507bf544771b47536c627be08b2,,,annotatedSource,PATO_0001300,optical quality,,Microscopy,cmpo.owl
N512fba0024db462e83bf7b4e56ffe94b,"Hydrolysis of phosphatidylcholine, Canis familiaris",,annotatedProperty,hasDbXref,database_cross_reference,,Microscopy,cmpo.owl
CMPO_0000075,fewer cells with projections,,inSubset,cmpo,,,Microscopy,cmpo.owl
Nabd6e059d6d64c9eb4ae31aadb4f5cd6,"5' incision leading to excision of DNA fragment with lesion in TC-NER, Saccharomyces cerevisiae",,annotatedSource,GO_0004520,endodeoxyribonuclease activity,,Microscopy,cmpo.owl
GO_0006930,"substrate-dependent cell migration, cell extension",,hasOBONamespace,biological_process,,,Microscopy,cmpo.owl
GO_0007009,plasma membrane organization,,inSubset,goslim_generic,,Generic GO slim,Microscopy,cmpo.owl
GO_0007264,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0051319,G2 phase,"Note that this term should not be used for direct annotation. If you are trying to make an annotation to x phase, it is likely that the correct annotation is 'regulation of x/y phase transition' or to a process which occurs during the reported phase (i.e mitotic DNA replication for mitotic S-phase). To capture the phase when a specific location or process is observed, the phase term can be used in an annotation extension (PMID:24885854) applied to a cellular component term (with the relation exists_during) or a biological process term (with the relation happens_during).",subClassOf,N1e1e630fe0fb4bd1a9693a369a08edb8,,,Microscopy,cmpo.owl
GO_0044429,mitochondrial part,"Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.",hasExactSynonym,mitochondrion component,,,Microscopy,cmpo.owl
N571e898b65ef4d318734fef51cd9dc33,,,type,Class,,,Microscopy,cmpo.owl
CMPO_0000316,abnormal cell growth phenotype,,id,CMPO:0000316,,,Microscopy,cmpo.owl
GO_0042886,amide transport,,label,amide transport,,,Microscopy,cmpo.owl
Nb253a45e7c754ad58cdf1fff859b4dcd,"ChREBP activates metabolic gene expression, Drosophila melanogaster",,type,Axiom,,,Microscopy,cmpo.owl
N030bd1695ae540f783cbee4760eb9081,,,annotatedTarget,"Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.",,,Microscopy,cmpo.owl
GO_0051051,negative regulation of transport,,hasOBONamespace,biological_process,,,Microscopy,cmpo.owl
N3207770e1f3a470a8944c286dbca7184,,,first,PATO_0001929,variability of shape,,Microscopy,cmpo.owl
GO_0042356,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0000625,,,inSubset,value_slim,,,Microscopy,cmpo.owl
GO_0008120,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N7dcccbcd51154d219d7451ea172e4bc0,,,onProperty,BFO_0000051,has_part,,Microscopy,cmpo.owl
GO_0051002,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0001992,,,inSubset,attribute_slim,,,Microscopy,cmpo.owl
N55ec175fdbab4a87943403aadf4f62f2,"Membrane Trafficking, Bos taurus",,annotatedTarget,Reactome:REACT_33741,,,Microscopy,cmpo.owl
N789dc3fe79eb4aed9dfebd78498785d9,,,onProperty,BFO_0000051,has_part,,Microscopy,cmpo.owl
GO_0015994,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N507e70f31c514d0183451848b1a7fdda,,,type,Restriction,,,Microscopy,cmpo.owl
N176e6f75fcd44144ab7f706d6de7b85f,,,type,Restriction,,,Microscopy,cmpo.owl
has_divisor_quality,has_divisor_quality,,id,has_divisor_quality,,,Microscopy,cmpo.owl
N8442ca00bb624d06b0be3de2e2ff54d8,,,type,Restriction,,,Microscopy,cmpo.owl
Nb1faac3c4b5544bf8799d7662661f847,,,onProperty,RO_0000052,inheres_in,,Microscopy,cmpo.owl
Nb8146d4d0e4d4167b0861cdb3cf43cca,"Metabolism of RNA, Rattus norvegicus",,annotatedSource,GO_0016070,RNA metabolic process,,Microscopy,cmpo.owl
GO_0009059,macromolecule biosynthetic process,,id,GO:0009059,,,Microscopy,cmpo.owl
N0417db04548a49f68ebbf886d8acd15d,,,first,Nba11cf4179a148dbb7a29d3cc969f66c,,,Microscopy,cmpo.owl
GO_0015935,,,inSubset,goslim_pir,,PIR GO slim,Microscopy,cmpo.owl
GO_0070178,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Ndafda4bc034e45d38186a099c1d4cde8,"Cleavage of DNA by DFF40, Rattus norvegicus",,annotatedTarget,Reactome:REACT_95359,,,Microscopy,cmpo.owl
